"query","frequency","source","intent","cluster","subcluster","closeness_to_fotolovi","competition_notes","serp_notes","interesting_findings"
"песни для свадьбы современные","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы"
"песни для свадьбы современные для молодоженов","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы д"
"песни для свадьбы танцевальные современные","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы д"
"песни на годовщину свадьбы современные","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы"
"песни на годовщину свадьбы современные весёлые","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы в"
"поздравление с днём свадьбы красивые оригинальные современные","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы"
"поздравление с днём свадьбы красивые оригинальные современные поздравления","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы д"
"поздравление с днём свадьбы красивые оригинальные современные поздравления в картинках бесплатно","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы б"
"почему свадьбы играют в субботу","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest prefix; seed: современные свадьбы","near","","","real Yandex suggest for request: зачем современные свадьбы"
"почему свадьбы такие дорогие","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest prefix; seed: современные свадьбы","near","","","real Yandex suggest for request: зачем современные свадьбы"
"причёска на свадьбу на средние волосы для гостей с челкой фото","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: фото гостей на свадьбе","near","","","real Yandex suggest for request: фото гостей на свадьбе с"
"причёска на свадьбу на средние волосы для гостей с челкой фото 2025","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: фото гостей на свадьбе","near","","","real Yandex suggest for request: фото гостей на свадьбе с"
"причёска на свадьбу на средние волосы для гостей с челкой фото 2026","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: фото гостей на свадьбе","near","","","real Yandex suggest for request: фото гостей на свадьбе с"
"причёски на средние волосы для женщин на торжество с челкой для гостей на свадьбу фото 2025","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: фото гостей на свадьбе","near","","","real Yandex suggest for request: фото гостей на свадьбе с"
"развлечение для гостей на свадьбе","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest prefix; seed: развлечения для гостей на свадьбе","near","","","real Yandex suggest for request: лучшие развлечения для гостей на свадьбе"
"развлечения для гостей на свадьбе","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: развлечения для гостей на свадьбе","near","ads:0; diverse SERP","TOP10 hosts: kp.ru, weddywood.ru, ru.pinterest.com, rbc.ru, instabudka.ru, wedding-magazine.ru, avito.ru, sima-land.ru, ...","real Yandex suggest for request: развлечения для гостей на свадьбе | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"развлечения на свадьбе для гостей","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest space; seed: развлечения для гостей на свадьбе","near","","","real Yandex suggest for request: развлечения для гостей на свадьбе "
"развлечения на свадьбе для гостей современные","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: развлечения для гостей на свадьбе","near","","","real Yandex suggest for request: развлечения для гостей на свадьбе"
"с годовщиной свадьбы открытки прикольные современные","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы г"
"с годовщиной свадьбы открытки прикольные современные оригинальные","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы"
"с годовщиной свадьбы современные картинки","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы г"
"с днём свадьбы открытки прикольные современные","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы"
"с днем свадьбы современные картинки","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы к"
